"","contig_id","contig_length","provirus","proviral_length","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","kmer_freq","warnings","Genome","contig_fasta","Genomefasta"
"1556","NZ_CP142267.1|provirus_1704615_1754829",50215,"No",NA,80,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865895.1_ASM3686589v1","NZ_CP142267.1","CheckV/GCF_036865895.1"
"1557","NZ_CP142267.1|provirus_1821435_1832170",10736,"No",NA,15,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865895.1_ASM3686589v1","NZ_CP142267.1","CheckV/GCF_036865895.1"
"1558","NZ_CP142267.1|provirus_3742649_3755833",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865895.1_ASM3686589v1","NZ_CP142267.1","CheckV/GCF_036865895.1"
"1559","NZ_CP142268.1|provirus_1222023_1311907",89885,"No",NA,150,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865905.1_ASM3686590v1","NZ_CP142268.1","CheckV/GCF_036865905.1"
"1560","NZ_CP142268.1|provirus_1753222_1803439",50218,"No",NA,79,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865905.1_ASM3686590v1","NZ_CP142268.1","CheckV/GCF_036865905.1"
"1561","NZ_CP142268.1|provirus_1869715_1880780",11066,"No",NA,15,10,0,"Low-quality","Genome-fragment",30.77,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865905.1_ASM3686590v1","NZ_CP142268.1","CheckV/GCF_036865905.1"
"1562","NZ_CP142268.1|provirus_3791222_3804406",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865905.1_ASM3686590v1","NZ_CP142268.1","CheckV/GCF_036865905.1"
"1563","NZ_CP142270.1|provirus_1232655_1273985",41331,"No",NA,67,24,3,"High-quality","High-quality",93.99,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865915.1_ASM3686591v1","NZ_CP142270.1","CheckV/GCF_036865915.1"
"1564","NZ_CP142270.1|provirus_2596957_2607298",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865915.1_ASM3686591v1","NZ_CP142270.1","CheckV/GCF_036865915.1"
"1565","NZ_CP142270.1|provirus_2674204_2724420",50217,"No",NA,79,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865915.1_ASM3686591v1","NZ_CP142270.1","CheckV/GCF_036865915.1"
"1566","NZ_CP142270.1|provirus_3170551_3219283",48733,"No",NA,84,53,0,"High-quality","High-quality",99.44,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865915.1_ASM3686591v1","NZ_CP142270.1","CheckV/GCF_036865915.1"
"1567","NZ_CP142270.1|provirus_3816775_3829798",13024,"No",NA,24,19,0,"Low-quality","Genome-fragment",38.96,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865915.1_ASM3686591v1","NZ_CP142270.1","CheckV/GCF_036865915.1"
"1568","NZ_CP142271.1|provirus_590585_610800",20216,"No",NA,21,2,1,"Low-quality","Genome-fragment",31.71,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1569","NZ_CP142271.1|provirus_1312777_1398566",85790,"No",NA,142,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1570","NZ_CP142271.1|provirus_1898580_1908921",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1571","NZ_CP142271.1|provirus_2301160_2343140",41981,"No",NA,56,37,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1572","NZ_CP142271.1|provirus_3278482_3321297",42816,"No",NA,67,23,4,"High-quality","High-quality",97.26,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1573","NZ_CP142271.1|provirus_3866366_3879550",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865925.1_ASM3686592v1","NZ_CP142271.1","CheckV/GCF_036865925.1"
"1574","NZ_CP142273.1|provirus_1312781_1398570",85790,"No",NA,142,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865935.1_ASM3686593v1","NZ_CP142273.1","CheckV/GCF_036865935.1"
"1575","NZ_CP142273.1|provirus_1898578_1908919",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865935.1_ASM3686593v1","NZ_CP142273.1","CheckV/GCF_036865935.1"
"1576","NZ_CP142273.1|provirus_2301154_2344976",43823,"No",NA,56,37,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865935.1_ASM3686593v1","NZ_CP142273.1","CheckV/GCF_036865935.1"
"1577","NZ_CP142273.1|provirus_3278469_3321282",42814,"No",NA,69,25,4,"High-quality","High-quality",97.48,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865935.1_ASM3686593v1","NZ_CP142273.1","CheckV/GCF_036865935.1"
"1578","NZ_CP142273.1|provirus_3866351_3879535",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865935.1_ASM3686593v1","NZ_CP142273.1","CheckV/GCF_036865935.1"
"1579","NZ_CP142272.1|provirus_1312767_1398552",85786,"No",NA,142,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865945.1_ASM3686594v1","NZ_CP142272.1","CheckV/GCF_036865945.1"
"1580","NZ_CP142272.1|provirus_1898572_1908913",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865945.1_ASM3686594v1","NZ_CP142272.1","CheckV/GCF_036865945.1"
"1581","NZ_CP142272.1|provirus_2301150_2343130",41981,"No",NA,57,38,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865945.1_ASM3686594v1","NZ_CP142272.1","CheckV/GCF_036865945.1"
"1582","NZ_CP142272.1|provirus_3278454_3321265",42812,"No",NA,69,24,4,"High-quality","High-quality",97.36,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865945.1_ASM3686594v1","NZ_CP142272.1","CheckV/GCF_036865945.1"
"1583","NZ_CP142272.1|provirus_3866318_3879501",13184,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.63,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865945.1_ASM3686594v1","NZ_CP142272.1","CheckV/GCF_036865945.1"
"1584","NZ_CP142274.1|provirus_1312794_1398581",85788,"No",NA,141,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865955.1_ASM3686595v1","NZ_CP142274.1","CheckV/GCF_036865955.1"
"1585","NZ_CP142274.1|provirus_1898587_1908928",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865955.1_ASM3686595v1","NZ_CP142274.1","CheckV/GCF_036865955.1"
"1586","NZ_CP142274.1|provirus_2301167_2344989",43823,"No",NA,56,37,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865955.1_ASM3686595v1","NZ_CP142274.1","CheckV/GCF_036865955.1"
"1587","NZ_CP142274.1|provirus_3278500_3321313",42814,"No",NA,67,24,4,"High-quality","High-quality",97.37,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865955.1_ASM3686595v1","NZ_CP142274.1","CheckV/GCF_036865955.1"
"1588","NZ_CP142274.1|provirus_3866391_3879575",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865955.1_ASM3686595v1","NZ_CP142274.1","CheckV/GCF_036865955.1"
"1589","NZ_CP142275.1|provirus_1312781_1398568",85788,"No",NA,142,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865965.1_ASM3686596v1","NZ_CP142275.1","CheckV/GCF_036865965.1"
"1590","NZ_CP142275.1|provirus_1898583_1908924",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865965.1_ASM3686596v1","NZ_CP142275.1","CheckV/GCF_036865965.1"
"1591","NZ_CP142275.1|provirus_2301154_2343133",41980,"No",NA,56,37,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865965.1_ASM3686596v1","NZ_CP142275.1","CheckV/GCF_036865965.1"
"1592","NZ_CP142275.1|provirus_3278469_3321283",42815,"No",NA,68,24,4,"High-quality","High-quality",97.37,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865965.1_ASM3686596v1","NZ_CP142275.1","CheckV/GCF_036865965.1"
"1593","NZ_CP142275.1|provirus_3866354_3879538",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865965.1_ASM3686596v1","NZ_CP142275.1","CheckV/GCF_036865965.1"
"1594","NZ_CP142276.1|provirus_590586_611453",20868,"No",NA,20,2,1,"Low-quality","Genome-fragment",31.9,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1595","NZ_CP142276.1|provirus_1312783_1398564",85782,"No",NA,143,81,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1596","NZ_CP142276.1|provirus_1898579_1908920",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1597","NZ_CP142276.1|provirus_2301152_2343131",41980,"No",NA,57,38,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1598","NZ_CP142276.1|provirus_3278466_3321279",42814,"No",NA,68,24,4,"High-quality","High-quality",97.37,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1599","NZ_CP142276.1|provirus_3866346_3879530",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865975.1_ASM3686597v1","NZ_CP142276.1","CheckV/GCF_036865975.1"
"1600","NZ_CP142277.1|provirus_1312834_1398625",85792,"No",NA,141,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865985.1_ASM3686598v1","NZ_CP142277.1","CheckV/GCF_036865985.1"
"1601","NZ_CP142277.1|provirus_1898668_1909009",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865985.1_ASM3686598v1","NZ_CP142277.1","CheckV/GCF_036865985.1"
"1602","NZ_CP142277.1|provirus_2301258_2345082",43825,"No",NA,56,37,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865985.1_ASM3686598v1","NZ_CP142277.1","CheckV/GCF_036865985.1"
"1603","NZ_CP142277.1|provirus_3278621_3321439",42819,"No",NA,66,23,4,"High-quality","High-quality",97.26,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865985.1_ASM3686598v1","NZ_CP142277.1","CheckV/GCF_036865985.1"
"1604","NZ_CP142277.1|provirus_3866537_3879721",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865985.1_ASM3686598v1","NZ_CP142277.1","CheckV/GCF_036865985.1"
"1605","NZ_CP142278.1|provirus_1312774_1398560",85787,"No",NA,143,80,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865995.1_ASM3686599v1","NZ_CP142278.1","CheckV/GCF_036865995.1"
"1606","NZ_CP142278.1|provirus_1898570_1908911",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865995.1_ASM3686599v1","NZ_CP142278.1","CheckV/GCF_036865995.1"
"1607","NZ_CP142278.1|provirus_2301147_2344969",43823,"No",NA,56,37,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865995.1_ASM3686599v1","NZ_CP142278.1","CheckV/GCF_036865995.1"
"1608","NZ_CP142278.1|provirus_3278464_3321278",42815,"No",NA,67,24,4,"High-quality","High-quality",97.35,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865995.1_ASM3686599v1","NZ_CP142278.1","CheckV/GCF_036865995.1"
"1609","NZ_CP142278.1|provirus_3866353_3879538",13186,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.6,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865995.1_ASM3686599v1","NZ_CP142278.1","CheckV/GCF_036865995.1"
"1610","NZ_CP142279.1|provirus_1315100_1400891",85792,"No",NA,141,79,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866005.1_ASM3686600v1","NZ_CP142279.1","CheckV/GCF_036866005.1"
"1611","NZ_CP142279.1|provirus_1900928_1911270",10343,"No",NA,13,9,0,"Low-quality","Genome-fragment",29.22,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866005.1_ASM3686600v1","NZ_CP142279.1","CheckV/GCF_036866005.1"
"1612","NZ_CP142279.1|provirus_2303523_2347347",43825,"No",NA,56,37,2,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866005.1_ASM3686600v1","NZ_CP142279.1","CheckV/GCF_036866005.1"
"1613","NZ_CP142279.1|provirus_3280892_3323709",42818,"No",NA,67,23,4,"High-quality","High-quality",97.26,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866005.1_ASM3686600v1","NZ_CP142279.1","CheckV/GCF_036866005.1"
"1614","NZ_CP142279.1|provirus_3868821_3882006",13186,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.6,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866005.1_ASM3686600v1","NZ_CP142279.1","CheckV/GCF_036866005.1"
"1615","NZ_CP142280.1|provirus_1299364_1340367",41004,"No",NA,64,32,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866015.1_ASM3686601v1","NZ_CP142280.1","CheckV/GCF_036866015.1"
"1616","NZ_CP142280.1|provirus_1783915_1833844",49930,"No",NA,78,47,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866015.1_ASM3686601v1","NZ_CP142280.1","CheckV/GCF_036866015.1"
"1617","NZ_CP142280.1|provirus_1900843_1911184",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866015.1_ASM3686601v1","NZ_CP142280.1","CheckV/GCF_036866015.1"
"1618","NZ_CP142280.1|provirus_3831899_3845083",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866015.1_ASM3686601v1","NZ_CP142280.1","CheckV/GCF_036866015.1"
"1619","NZ_CP142281.1|provirus_1721954_1771178",49225,"No",NA,75,42,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866025.1_ASM3686602v1","NZ_CP142281.1","CheckV/GCF_036866025.1"
"1620","NZ_CP142281.1|provirus_1840397_1847930",7534,"No",NA,12,7,0,"Low-quality","Genome-fragment",17.37,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866025.1_ASM3686602v1","NZ_CP142281.1","CheckV/GCF_036866025.1"
"1621","NZ_CP142281.1|provirus_1933219_1965989",32771,"No",NA,45,23,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866025.1_ASM3686602v1","NZ_CP142281.1","CheckV/GCF_036866025.1"
"1622","NZ_CP142281.1|provirus_3217245_3273474",56230,"Yes",38737,81,23,8,"High-quality","High-quality",92.62,"AAI-based","(high-confidence)",31.11,"1.01","CheckV/GCF_036866025.1_ASM3686602v1","NZ_CP142281.1","CheckV/GCF_036866025.1"
"1623","NZ_CP142281.1|provirus_3813417_3826600",13184,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866025.1_ASM3686602v1","NZ_CP142281.1","CheckV/GCF_036866025.1"
"1624","NZ_CP142285.1|provirus_1722285_1771514",49230,"No",NA,74,41,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866035.1_ASM3686603v1","NZ_CP142285.1","CheckV/GCF_036866035.1"
"1625","NZ_CP142285.1|provirus_1840744_1848277",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866035.1_ASM3686603v1","NZ_CP142285.1","CheckV/GCF_036866035.1"
"1626","NZ_CP142285.1|provirus_1933563_1966339",32777,"No",NA,44,21,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866035.1_ASM3686603v1","NZ_CP142285.1","CheckV/GCF_036866035.1"
"1627","NZ_CP142285.1|provirus_3233329_3273913",40585,"No",NA,66,23,3,"High-quality","High-quality",92.19,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866035.1_ASM3686603v1","NZ_CP142285.1","CheckV/GCF_036866035.1"
"1628","NZ_CP142285.1|provirus_3813844_3827028",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866035.1_ASM3686603v1","NZ_CP142285.1","CheckV/GCF_036866035.1"
"1629","NZ_CP142286.1|provirus_1722330_1771560",49231,"No",NA,74,41,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866045.1_ASM3686604v1","NZ_CP142286.1","CheckV/GCF_036866045.1"
"1630","NZ_CP142286.1|provirus_1840794_1848327",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866045.1_ASM3686604v1","NZ_CP142286.1","CheckV/GCF_036866045.1"
"1631","NZ_CP142286.1|provirus_1933619_1966396",32778,"No",NA,44,21,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866045.1_ASM3686604v1","NZ_CP142286.1","CheckV/GCF_036866045.1"
"1632","NZ_CP142286.1|provirus_3233415_3274003",40589,"No",NA,67,23,3,"High-quality","High-quality",92.2,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866045.1_ASM3686604v1","NZ_CP142286.1","CheckV/GCF_036866045.1"
"1633","NZ_CP142286.1|provirus_3813949_3827133",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866045.1_ASM3686604v1","NZ_CP142286.1","CheckV/GCF_036866045.1"
"1634","NZ_CP142288.1|provirus_1722261_1771490",49230,"No",NA,74,41,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866055.1_ASM3686605v1","NZ_CP142288.1","CheckV/GCF_036866055.1"
"1635","NZ_CP142288.1|provirus_1840719_1848252",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866055.1_ASM3686605v1","NZ_CP142288.1","CheckV/GCF_036866055.1"
"1636","NZ_CP142288.1|provirus_1933540_1966317",32778,"No",NA,44,21,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866055.1_ASM3686605v1","NZ_CP142288.1","CheckV/GCF_036866055.1"
"1637","NZ_CP142288.1|provirus_3233295_3273877",40583,"No",NA,66,23,3,"High-quality","High-quality",92.19,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866055.1_ASM3686605v1","NZ_CP142288.1","CheckV/GCF_036866055.1"
"1638","NZ_CP142288.1|provirus_3813818_3827002",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866055.1_ASM3686605v1","NZ_CP142288.1","CheckV/GCF_036866055.1"
"1639","NZ_CP142289.1|provirus_1722344_1771573",49230,"No",NA,74,41,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866065.1_ASM3686606v1","NZ_CP142289.1","CheckV/GCF_036866065.1"
"1640","NZ_CP142289.1|provirus_1840805_1848338",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866065.1_ASM3686606v1","NZ_CP142289.1","CheckV/GCF_036866065.1"
"1641","NZ_CP142289.1|provirus_1933629_1966405",32777,"No",NA,45,21,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866065.1_ASM3686606v1","NZ_CP142289.1","CheckV/GCF_036866065.1"
"1642","NZ_CP142289.1|provirus_3233428_3274013",40586,"No",NA,66,24,3,"High-quality","High-quality",92.3,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866065.1_ASM3686606v1","NZ_CP142289.1","CheckV/GCF_036866065.1"
"1643","NZ_CP142289.1|provirus_3813976_3827160",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866065.1_ASM3686606v1","NZ_CP142289.1","CheckV/GCF_036866065.1"
"1644","NZ_CP142293.1|provirus_1232514_1273793",41280,"No",NA,70,27,3,"Medium-quality","Genome-fragment",84.23,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036866085.1_ASM3686608v1","NZ_CP142293.1","CheckV/GCF_036866085.1"
"1645","NZ_CP142293.1|provirus_2596732_2607467",10736,"No",NA,15,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036866085.1_ASM3686608v1","NZ_CP142293.1","CheckV/GCF_036866085.1"
"1646","NZ_CP142293.1|provirus_3631265_3665518",34254,"No",NA,46,34,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036866085.1_ASM3686608v1","NZ_CP142293.1","CheckV/GCF_036866085.1"
"1647","NZ_CP142293.1|provirus_3675079_3688263",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036866085.1_ASM3686608v1","NZ_CP142293.1","CheckV/GCF_036866085.1"
"1648","NZ_CP142296.1|provirus_1232559_1273884",41326,"No",NA,70,26,3,"High-quality","High-quality",96.1,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036866095.1_ASM3686609v1","NZ_CP142296.1","CheckV/GCF_036866095.1"
