"","seq_name","length","topology","coordinates","n_genes","genetic_code","virus_score","fdr","n_hallmarks","marker_enrichment","taxonomy","Genome"
"1947","JMSO01000195.1|provirus_2_5043",5042,"Provirus","2-5043","11",11,0.9994,NA,8,15.0586,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1948","JMSO01000059.1",44873,"No","terminal","repeats",NA,71,11,0.9991,NA,"16","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1949","JMSO01000032.1",2551,"No","terminal","repeats",NA,4,11,0.9975,NA,"3","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1950","JMSO01000307.1",6376,"No","terminal","repeats",NA,7,11,0.9912,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1951","JMSO01000092.1",8741,"No","terminal","repeats",NA,10,11,0.971,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1952","JMSO01000180.1",3971,"No","terminal","repeats",NA,3,11,0.9218,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1953","JMSO01000456.1",380,"No","terminal","repeats",NA,1,11,0.8453,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_summary/GCA_001078075.1_ASM107807v1_genomic_virus_summary.tsv"
"1954","LAGP01000014.1",9123,"No","terminal","repeats",NA,11,11,0.9998,NA,"5","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1955","LAGP01000015.1",18337,"No","terminal","repeats",NA,25,11,0.9998,NA,"9","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1956","LAGP01000019.1",25893,"No","terminal","repeats",NA,33,11,0.9997,NA,"14","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1957","LAGP01000035.1|provirus_7177_65041",57865,"Provirus","7177-65041","85",11,0.9997,NA,20,95.6746,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1958","LAGP01000029.1|provirus_96401_145265",48865,"Provirus","96401-145265","81",11,0.9997,NA,13,80.7889,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1959","LAGP01000013.1|provirus_15285_34340",19056,"Provirus","15285-34340","34",11,0.9997,NA,2,29.3945,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1960","LAGP01000007.1|provirus_125202_138482",13281,"Provirus","125202-138482","21",11,0.9994,NA,15,26.7301,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1961","LAGP01000018.1",13439,"No","terminal","repeats",NA,28,11,0.9986,NA,"2","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1962","LAGP01000020.1",3709,"No","terminal","repeats",NA,9,11,0.995,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1963","LAGP01000017.1",11374,"No","terminal","repeats",NA,12,11,0.9598,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_summary/GCA_001602545.1_ASM160254v1_genomic_virus_summary.tsv"
"1964","LAGQ01000030.1",5053,"No","terminal","repeats",NA,7,11,0.9998,NA,"6","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1965","LAGQ01000032.1|provirus_1_7390",7390,"Provirus","1-7390","10",11,0.9998,NA,2,11.2313,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1966","LAGQ01000187.1",10279,"No","terminal","repeats",NA,16,11,0.9997,NA,"6","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1967","LAGQ01000070.1|provirus_28777_62779",34003,"Provirus","28777-62779","44",11,0.9996,NA,22,48.1709,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1968","LAGQ01000070.1|provirus_5208_18487",13280,"Provirus","5208-18487","21",11,0.9993,NA,15,26.7301,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1969","LAGQ01000057.1|provirus_2_18823",18822,"Provirus","2-18823","30",11,0.9992,NA,1,27.3543,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1970","LAGQ01000031.1",1917,"No","terminal","repeats",NA,4,11,0.9992,NA,"3","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1971","LAGQ01000029.1|provirus_201675_228437",26763,"Provirus","201675-228437","45",11,0.999,NA,8,36.6626,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1972","LAGQ01000190.1",1482,"No","terminal","repeats",NA,4,11,0.9941,NA,"2","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_summary/GCA_001602555.1_ASM160255v1_genomic_virus_summary.tsv"
"1973","MAZB01000046.1|provirus_1_6420",6420,"Provirus","1-6420","11",11,0.9996,NA,1,10.1351,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1974","MAZB01000094.1",7741,"No","terminal","repeats",NA,12,11,0.9996,NA,"3","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1975","MAZB01000007.1|provirus_256_15914",15659,"Provirus","256-15914","26",11,0.9996,NA,12,24.9887,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1976","MAZB01000054.1",11231,"No","terminal","repeats",NA,14,11,0.999,NA,"3","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1977","MAZB01000063.1",10205,"No","terminal","repeats",NA,15,11,0.9986,NA,"4","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1978","MAZB01000142.1",5282,"No","terminal","repeats",NA,10,11,0.9984,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1979","MAZB01000067.1|provirus_5700_10020",4321,"Provirus","5700-10020","9",11,0.9983,NA,3,9.8224,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1980","MAZB01000127.1",5905,"No","terminal","repeats",NA,6,11,0.9978,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1981","MAZB01000082.1",8502,"No","terminal","repeats",NA,12,11,0.9978,NA,"4","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1982","MAZB01000144.1",5171,"No","terminal","repeats",NA,7,11,0.9976,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1983","MAZB01000061.1",10330,"ITR",NA,"17",11,0.9975,NA,4,12.8273,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1984","MAZB01000047.1",11953,"No","terminal","repeats",NA,16,11,0.9952,NA,"2","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1985","MAZB01000115.1",6449,"No","terminal","repeats",NA,7,11,0.9686,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1986","MAZB01000076.1",9254,"No","terminal","repeats",NA,11,11,0.9388,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1987","MAZB01000201.1",3584,"No","terminal","repeats",NA,3,11,0.9022,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1988","MAZB01000147.1",5034,"No","terminal","repeats",NA,4,11,0.8375,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1989","MAZB01000176.1",4235,"No","terminal","repeats",NA,5,11,0.7761,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_summary/GCA_001689725.1_ASM168972v1_genomic_virus_summary.tsv"
"1990","DBOK01000144.1|provirus_6481_12814",6334,"Provirus","6481-12814","11",11,0.9996,NA,2,13.5446,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002299595.1_ASM229959v1_genomic_summary/GCA_002299595.1_ASM229959v1_genomic_virus_summary.tsv"
"1991","DBOK01000058.1|provirus_21883_38870",16988,"Provirus","21883-38870","23",11,0.9994,NA,6,24.9651,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002299595.1_ASM229959v1_genomic_summary/GCA_002299595.1_ASM229959v1_genomic_virus_summary.tsv"
"1992","DENB01000095.1|provirus_21863_53127",31265,"Provirus","21863-53127","42",11,0.9997,NA,23,51.687,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_virus_summary.tsv"
"1993","DENB01000033.1|provirus_6046_21557",15512,"Provirus","6046-21557","23",11,0.9997,NA,1,23.5063,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_virus_summary.tsv"
"1994","DENB01000055.1|provirus_54174_101730",47557,"Provirus","54174-101730","70",11,0.9996,NA,11,77.3373,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_virus_summary.tsv"
"1995","DENB01000038.1|provirus_32853_75396",42544,"Provirus","32853-75396","57",11,0.9983,NA,15,44.0675,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_summary/GCA_002359495.1_ASM235949v1_genomic_virus_summary.tsv"
"1996","DICA01000013.1|provirus_86827_110646",23820,"Provirus","86827-110646","39",11,0.9996,NA,6,33.2512,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_virus_summary.tsv"
"1997","DICA01000040.1|provirus_85192_122846",37655,"Provirus","85192-122846","45",11,0.9996,NA,22,52.1667,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_virus_summary.tsv"
"1998","DICA01000019.1|provirus_26_15898",15873,"Provirus","26-15898","24",11,0.9995,NA,14,27.8898,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_summary/GCA_002415165.1_ASM241516v1_genomic_virus_summary.tsv"
"1999","NQJK01000007.1|provirus_340793_356602",15810,"Provirus","340793-356602","19",11,0.9915,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002732135.1_ASM273213v1_genomic_summary/GCA_002732135.1_ASM273213v1_genomic_virus_summary.tsv"
"2000","MTCH01000028.1|provirus_7396_41950",34555,"Provirus","7396-41950","45",11,0.9996,NA,15,49.8529,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2001","MTCH01000054.1|provirus_115_5807",5693,"Provirus","115-5807","7",11,0.9994,NA,5,8.759,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2002","MTCH01000053.1|provirus_23755_30527",6773,"Provirus","23755-30527","13",11,0.9993,NA,10,17.9458,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2003","MTCH01000109.1",16982,"No","terminal","repeats",NA,20,11,0.9943,NA,"2","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2004","MTCH01000166.1",6932,"No","terminal","repeats",NA,10,11,0.9896,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2005","MTCH01000065.1",27270,"No","terminal","repeats",NA,40,11,0.9621,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2006","MTCH01000287.1",713,"No","terminal","repeats",NA,1,11,0.9173,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_summary/GCA_002752575.1_ASM275257v1_genomic_virus_summary.tsv"
"2007","DNUQ01000329.1",12565,"No","terminal","repeats",NA,14,11,0.9998,NA,"4","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2008","DNUQ01000033.1",2829,"No","terminal","repeats",NA,2,11,0.9995,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2009","DNUQ01000019.1",3410,"No","terminal","repeats",NA,4,11,0.9994,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2010","DNUQ01000096.1",2717,"No","terminal","repeats",NA,8,11,0.9993,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2011","DNUQ01000098.1",3614,"No","terminal","repeats",NA,7,11,0.9983,NA,"4","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2012","DNUQ01000028.1",2854,"No","terminal","repeats",NA,2,11,0.8741,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2013","DNUQ01000162.1",7574,"No","terminal","repeats",NA,8,11,0.8481,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2014","DNUQ01000012.1",5430,"No","terminal","repeats",NA,5,11,0.8064,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_summary/GCA_003507845.1_ASM350784v1_genomic_virus_summary.tsv"
"2015","DNUM01000268.1",7389,"No","terminal","repeats",NA,10,11,0.9994,NA,"8","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2016","DNUM01000085.1",6254,"No","terminal","repeats",NA,7,11,0.9964,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2017","DNUM01000138.1",3380,"No","terminal","repeats",NA,5,11,0.9947,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2018","DNUM01000508.1",3049,"No","terminal","repeats",NA,3,11,0.9751,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2019","DNUM01000397.1",7977,"No","terminal","repeats",NA,8,11,0.9233,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2020","DNUM01000376.1",2959,"No","terminal","repeats",NA,4,11,0.7502,NA,"1","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_summary/GCA_003507915.1_ASM350791v1_genomic_virus_summary.tsv"
"2021","DNUL01000204.1",3730,"No","terminal","repeats",NA,8,11,0.9994,NA,"7","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_virus_summary.tsv"
"2022","DNUL01000041.1",3048,"No","terminal","repeats",NA,2,11,0.9943,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_virus_summary.tsv"
"2023","DNUL01000318.1",5685,"No","terminal","repeats",NA,3,11,0.8783,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_virus_summary.tsv"
"2024","DNUL01000363.1",2697,"No","terminal","repeats",NA,4,11,0.8249,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_virus_summary.tsv"
"2025","DNUL01000359.1",4318,"No","terminal","repeats",NA,4,11,0.7865,NA,"0","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_summary/GCA_003507935.1_ASM350793v1_genomic_virus_summary.tsv"
